p_comments_count,p_caption,p_ig_id,p_is_comment_enabled,p_like_count,p_media_type,p_owner,p_shortcode,p_timestamp,p_username,p_views_count,p_location,p_location_id,c_username,c_timestamp,c_text,c_like_count,c_id,c_parent_id
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,hjb_98,2020-06-30 17:40:36,😃💔,0,18123646990100541,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,tx.nab,2020-06-30 17:41:57,💥💥💥💥💥,0,18123797077117283,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,frankpresta,2020-06-30 17:45:22,"Bring me to the table,I am not rasit and I am not a white supremacist I didn't grow up with a silver spoon in my mouth I was poor and we worked for everything we had my mom had two jobs my dad had two job my sister myself and my oldest sister we all had jobs yeah I like to be at one of your meetings and let's tell the white side of the story cuz black lives matters just wants to make all white people look guilty I ran company what's 14 thousand employees and let me tell you something every race every religion every color all work the Met I can guarantee you not one of them would say a bad thing about me and they would also tell you your step in your boundaries with me do you want to invite people won't you invite a true conservative person white people are not racist black people are racist you just don't get it every black person out there that are fighting right now in the street are all criticize white people that criticize",0,18061940476229839,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,janet8613,2020-06-30 17:46:04,Facebook and instagram and as stated in all my prior posts Disney Plus,1,18134496271075690,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,easy_yos,2020-06-30 17:50:44,👍🏻👍🏻,0,17908121689464981,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,lider.fuatcan076,2020-06-30 18:11:58,👈YENİ HESAPLA GELDİM➕20K KAPANDI🍂GT VAR➕ BUYRUN CANLAR ❤️,0,17888894518586431,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,evlerin.satisi.kirayesi,2020-06-30 18:18:42,👍,0,17867919295877908,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,karen_millerxoxo,2020-06-30 18:33:28,My favourite social media,0,17873183839776162,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,baron_montaigu_les_bois,2020-06-30 18:38:22,"Are people at facebook fucking assholes? You deleted a.photo of.mine posted.nearly six years ago and give.me 30 days for something, that wasnt offensive back.then? The picture has.most.of her.body covered. Are you now the FB Taliban instead of the FB Police,. is Mark Zuckerberg.now growing a beard and.becoming the Grand.Rabbi Mullah of America? I guess by 2025 Facebook will required everyone to convert to Taliudism, Mark Ali Zuck-ak-berg new.religion of very high morals",0,17951326126347474,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,pilotruilopes,2020-06-30 18:42:02,"Hi, are you guys having problem with your ios app? @facebook",0,17888160814598561,
59,"Black LGBTQ+ people have always played a critical role in the fight for equality, with activists like Marsha P. Johnson at the forefront of the Stonewall riots. Today, we’re honoring the legacy of LGBTQ+ activists by showcasing and celebrating inspiring leaders.⠀
⠀
Meet Hope Giselle @hopedisguised (she/her), a trans activist and founder of the AllowMe Movement, which works to help of young LGBTQ+ people of color find and succeed in leadership positions. ⠀
⠀
“I got the idea for The #AllowMe Movement in my freshman year of college. I wanted to put it in spaces and cities where LGBTQ youth of color could benefit from it. So many people when I’m pitching will say ‘well, there’s already programs like that.’ Not for Black and Brown people.⠀
⠀
“We try to connect with students to show them people outside of stereotypical careers. Just because you’re Queer and Black does not mean you have to be a stylist or a make-up artist or that you have to go into the arts. You can be Black and Queer and a doctor, but a lot of students aren’t hearing those messages.⠀
⠀
“My ultimate goal is for folks to be able to dictate what their freedom looks like. No longer making decisions based on choosing between safety and happiness. My work helps to embolden the voiceless, educate those who lack the resources and gives access to the folks who aren’t invited to the table.”⠀
⠀
📸: @quillemons",2343081093837929657,True,662,CAROUSEL_ALBUM,28247116907,CCES9c2JLy5,2020-06-30 17:10:54,facebook,,,,catching.tacos,2020-06-30 19:40:32,Don't divide us with hate,0,17938742266374571,
